,Date,High,Low,Open,Close,Volume,Adj_Close
2014,2018-01-02 00:00:00,172.3000030517580,169.25999450683600,170.16000366210900,172.25999450683600,25555900.0,168.33905029296900
2015,2018-01-03 00:00:00,174.5500030517580,171.9600067138670,172.52999877929700,172.22999572753900,29517900.0,168.3097381591800
2016,2018-01-04 00:00:00,173.47000122070300,172.0800018310550,172.5399932861330,173.02999877929700,22434600.0,169.09152221679700
2017,2018-01-05 00:00:00,175.3699951171880,173.0500030517580,173.44000244140600,175.0,23660000.0,171.0166778564450
2018,2018-01-08 00:00:00,175.61000061035200,173.92999267578100,174.35000610351600,174.35000610351600,20567800.0,170.38148498535200
2019,2018-01-09 00:00:00,175.05999755859400,173.41000366210900,174.5500030517580,174.3300018310550,21584000.0,170.36195373535200
2020,2018-01-10 00:00:00,174.3000030517580,173.0,173.16000366210900,174.2899932861330,23959900.0,170.32284545898400
2021,2018-01-11 00:00:00,175.49000549316400,174.49000549316400,174.58999633789100,175.27999877929700,18667700.0,171.2903289794920
2022,2018-01-12 00:00:00,177.36000061035200,175.64999389648400,176.17999267578100,177.08999633789100,25418100.0,173.05911254882800
2023,2018-01-16 00:00:00,179.38999938964800,176.13999938964800,177.89999389648400,176.19000244140600,29565900.0,172.1796112060550
2024,2018-01-17 00:00:00,179.25,175.07000732421900,176.14999389648400,179.10000610351600,34386800.0,175.0233612060550
2025,2018-01-18 00:00:00,180.10000610351600,178.25,179.3699951171880,179.25999450683600,31193400.0,175.17971801757800
2026,2018-01-19 00:00:00,179.5800018310550,177.41000366210900,178.61000061035200,178.4600067138670,32425100.0,174.39794921875
2027,2018-01-22 00:00:00,177.77999877929700,176.60000610351600,177.3000030517580,177.0,27108600.0,172.97117614746100
2028,2018-01-23 00:00:00,179.44000244140600,176.82000732421900,177.3000030517580,177.0399932861330,32689100.0,173.01025390625
2029,2018-01-24 00:00:00,177.3000030517580,173.1999969482420,177.25,174.22000122070300,51105100.0,170.2544403076170
2030,2018-01-25 00:00:00,174.9499969482420,170.52999877929700,174.50999450683600,171.11000061035200,41529000.0,167.2152099609380
2031,2018-01-26 00:00:00,172.0,170.05999755859400,172.0,171.50999450683600,39143000.0,167.60614013671900
2032,2018-01-29 00:00:00,170.16000366210900,167.07000732421900,170.16000366210900,167.9600067138670,50640400.0,164.13693237304700
2033,2018-01-30 00:00:00,167.3699951171880,164.6999969482420,165.52999877929700,166.97000122070300,46048200.0,163.16946411132800
2034,2018-01-31 00:00:00,168.44000244140600,166.5,166.8699951171880,167.42999267578100,32478900.0,163.61898803710900
2035,2018-02-01 00:00:00,168.6199951171880,166.75999450683600,167.1699981689450,167.77999877929700,47230800.0,163.9610137939450
2036,2018-02-02 00:00:00,166.8000030517580,160.10000610351600,166.0,160.5,86593800.0,156.84674072265600
2037,2018-02-05 00:00:00,163.8800048828130,156.0,159.10000610351600,156.49000549316400,72738500.0,152.92800903320300
2038,2018-02-06 00:00:00,163.72000122070300,154.0,154.8300018310550,163.02999877929700,68243800.0,159.3191375732420
2039,2018-02-07 00:00:00,163.39999389648400,159.07000732421900,163.08999633789100,159.5399932861330,51608600.0,155.9085693359380
2040,2018-02-08 00:00:00,161.0,155.02999877929700,160.2899932861330,155.14999389648400,54390500.0,151.61851501464800
2041,2018-02-09 00:00:00,157.88999938964800,150.24000549316400,157.07000732421900,156.41000366210900,70672600.0,153.4730224609380
2042,2018-02-12 00:00:00,163.88999938964800,157.50999450683600,158.5,162.7100067138670,60819500.0,159.6547393798830
2043,2018-02-13 00:00:00,164.75,161.64999389648400,161.9499969482420,164.33999633789100,32549200.0,161.2541046142580
2044,2018-02-14 00:00:00,167.5399932861330,162.8800048828130,163.0399932861330,167.3699951171880,40644900.0,164.22720336914100
2045,2018-02-15 00:00:00,173.08999633789100,169.0,169.7899932861330,172.99000549316400,51147200.0,169.74168395996100
2046,2018-02-16 00:00:00,174.82000732421900,171.77000427246100,172.36000061035200,172.42999267578100,40176100.0,169.19219970703100
2047,2018-02-20 00:00:00,174.25999450683600,171.4199981689450,172.0500030517580,171.85000610351600,33930500.0,168.6230926513670
2048,2018-02-21 00:00:00,174.1199951171880,171.00999450683600,172.8300018310550,171.07000732421900,37471600.0,167.8577423095700
2049,2018-02-22 00:00:00,173.9499969482420,171.7100067138670,171.8000030517580,172.5,30991900.0,169.26089477539100
2050,2018-02-23 00:00:00,175.64999389648400,173.5399932861330,173.6699981689450,175.5,33812400.0,172.20455932617200
2051,2018-02-26 00:00:00,179.38999938964800,176.2100067138670,176.35000610351600,178.97000122070300,38162200.0,175.60940551757800
